"formula","depth","Site","length","drying","saturation"
"C22H22O9","0-5cm","SR","timezero","","timezero"
"C22H22O9","5cm-end","SR","timezero","","timezero"
"C22H22O9","0-5cm","CPCRW","timezero","","timezero"
"C19H26O11","5cm-end","CPCRW","timezero","","timezero"
"C19H26O11","0-5cm","SR","timezero","","timezero"
"C19H26O11","5cm-end","SR","timezero","","timezero"
"C19H26O11","0-5cm","CPCRW","timezero","","timezero"
"C23H26O8","5cm-end","CPCRW","timezero","","timezero"
"C23H26O8","0-5cm","SR","timezero","","timezero"
"C23H26O8","5cm-end","SR","timezero","","timezero"
"C23H26O8","0-5cm","CPCRW","timezero","","timezero"
"C20H31O8P1","5cm-end","CPCRW","timezero","","timezero"
"C20H31O8P1","0-5cm","SR","timezero","","timezero"
"C20H31O8P1","5cm-end","SR","timezero","","timezero"
"C20H31O8P1","0-5cm","CPCRW","timezero","","timezero"
"C20H30O10","5cm-end","CPCRW","timezero","","timezero"
"C20H30O10","0-5cm","SR","timezero","","timezero"
"C20H30O10","5cm-end","SR","timezero","","timezero"
"C20H30O10","0-5cm","CPCRW","timezero","","timezero"
"C21H34O9","5cm-end","CPCRW","timezero","","timezero"
"C21H34O9","0-5cm","SR","timezero","","timezero"
"C21H34O9","5cm-end","SR","timezero","","timezero"
"C21H34O9","0-5cm","CPCRW","timezero","","timezero"
"C22H38O8","5cm-end","CPCRW","timezero","","timezero"
"C22H38O8","0-5cm","SR","timezero","","timezero"
"C22H38O8","5cm-end","SR","timezero","","timezero"
"C22H38O8","0-5cm","CPCRW","timezero","","timezero"
"C23H42O7","5cm-end","CPCRW","timezero","","timezero"
"C23H42O7","0-5cm","SR","timezero","","timezero"
"C23H42O7","5cm-end","SR","timezero","","timezero"
"C23H42O7","0-5cm","CPCRW","timezero","","timezero"
"C19H13O11N1","5cm-end","CPCRW","timezero","","timezero"
"C19H13O11N1","0-5cm","CPCRW","timezero","","timezero"
"C20H17O10N1","5cm-end","CPCRW","timezero","","timezero"
"C20H17O10N1","0-5cm","SR","timezero","","timezero"
"C20H17O10N1","0-5cm","CPCRW","timezero","","timezero"
"C17H21O12N1","5cm-end","CPCRW","timezero","","timezero"
"C17H21O12N1","0-5cm","SR","timezero","","timezero"
"C17H21O12N1","5cm-end","SR","timezero","","timezero"
"C17H21O12N1","0-5cm","CPCRW","timezero","","timezero"
"C21H21O9N1","0-5cm","SR","timezero","","timezero"
"C18H25O11N1","5cm-end","CPCRW","timezero","","timezero"
"C18H25O11N1","0-5cm","SR","timezero","","timezero"
"C18H25O11N1","5cm-end","SR","timezero","","timezero"
"C18H25O11N1","0-5cm","CPCRW","timezero","","timezero"
"C15H30O11N1P1","5cm-end","CPCRW","timezero","","timezero"
"C15H30O11N1P1","0-5cm","SR","timezero","","timezero"
"C15H30O11N1P1","5cm-end","SR","timezero","","timezero"
"C20H33O9N1","5cm-end","CPCRW","timezero","","timezero"
"C20H33O9N1","0-5cm","SR","timezero","","timezero"
"C20H33O9N1","5cm-end","SR","timezero","","timezero"
"C20H33O9N1","0-5cm","CPCRW","timezero","","timezero"
"C17H38O9N1P1","5cm-end","CPCRW","timezero","","timezero"
"C17H38O9N1P1","5cm-end","SR","timezero","","timezero"
"C19H4O7N4S1","5cm-end","CPCRW","timezero","","timezero"
"C19H4O7N4S1","0-5cm","SR","timezero","","timezero"
"C19H4O7N4S1","5cm-end","SR","timezero","","timezero"
"C19H4O7N4S1","0-5cm","CPCRW","timezero","","timezero"
"C15H12O15","0-5cm","CPCRW","timezero","","timezero"
"C19H12O12","5cm-end","CPCRW","timezero","","timezero"
"C19H12O12","0-5cm","SR","timezero","","timezero"
"C19H12O12","5cm-end","SR","timezero","","timezero"
"C19H12O12","0-5cm","CPCRW","timezero","","timezero"
"C18H12O11N2","0-5cm","CPCRW","timezero","","timezero"
"C16H16O14","5cm-end","CPCRW","timezero","","timezero"
"C16H16O14","0-5cm","SR","timezero","","timezero"
"C16H16O14","5cm-end","SR","timezero","","timezero"
"C16H16O14","0-5cm","CPCRW","timezero","","timezero"
"C20H16O11","5cm-end","CPCRW","timezero","","timezero"
"C20H16O11","0-5cm","SR","timezero","","timezero"
"C20H16O11","5cm-end","SR","timezero","","timezero"
"C20H16O11","0-5cm","CPCRW","timezero","","timezero"
"C17H20O13","5cm-end","CPCRW","timezero","","timezero"
"C17H20O13","0-5cm","SR","timezero","","timezero"
"C17H20O13","5cm-end","SR","timezero","","timezero"
"C17H20O13","0-5cm","CPCRW","timezero","","timezero"
"C21H20O10","5cm-end","CPCRW","timezero","","timezero"
"C21H20O10","0-5cm","SR","timezero","","timezero"
"C21H20O10","5cm-end","SR","timezero","","timezero"
"C21H20O10","0-5cm","CPCRW","timezero","","timezero"
"C18H25O10P1","5cm-end","CPCRW","timezero","","timezero"
"C18H25O10P1","0-5cm","SR","timezero","","timezero"
"C18H25O10P1","5cm-end","SR","timezero","","timezero"
"C18H25O10P1","0-5cm","CPCRW","timezero","","timezero"
"C18H24O12","5cm-end","CPCRW","timezero","","timezero"
"C18H24O12","0-5cm","SR","timezero","","timezero"
"C18H24O12","5cm-end","SR","timezero","","timezero"
"C18H24O12","0-5cm","CPCRW","timezero","","timezero"
"C22H24O9","5cm-end","CPCRW","timezero","","timezero"
"C22H24O9","0-5cm","SR","timezero","","timezero"
"C22H24O9","5cm-end","SR","timezero","","timezero"
"C22H24O9","0-5cm","CPCRW","timezero","","timezero"
"C13H28O10N4S1","0-5cm","SR","timezero","","timezero"
"C19H29O9P1","5cm-end","CPCRW","timezero","","timezero"
"C19H29O9P1","0-5cm","SR","timezero","","timezero"
"C19H29O9P1","5cm-end","SR","timezero","","timezero"
"C19H29O9P1","0-5cm","CPCRW","timezero","","timezero"
"C19H28O11","5cm-end","CPCRW","timezero","","timezero"
"C19H28O11","0-5cm","SR","timezero","","timezero"
"C19H28O11","5cm-end","SR","timezero","","timezero"
"C19H28O11","0-5cm","CPCRW","timezero","","timezero"
"C23H28O8","5cm-end","CPCRW","timezero","","timezero"
"C23H28O8","0-5cm","SR","timezero","","timezero"
"C23H28O8","5cm-end","SR","timezero","","timezero"
"C23H28O8","0-5cm","CPCRW","timezero","","timezero"
"C20H32O10","5cm-end","CPCRW","timezero","","timezero"
"C20H32O10","0-5cm","SR","timezero","","timezero"
"C20H32O10","5cm-end","SR","timezero","","timezero"
"C20H32O10","0-5cm","CPCRW","timezero","","timezero"
"C24H32O7","5cm-end","CPCRW","timezero","","timezero"
"C24H32O7","0-5cm","SR","timezero","","timezero"
"C24H32O7","5cm-end","SR","timezero","","timezero"
"C24H32O7","0-5cm","CPCRW","timezero","","timezero"
"C21H36O9","5cm-end","CPCRW","timezero","","timezero"
"C21H36O9","0-5cm","SR","timezero","","timezero"
"C21H36O9","5cm-end","SR","timezero","","timezero"
"C21H36O9","0-5cm","CPCRW","timezero","","timezero"
"C22H40O8","5cm-end","CPCRW","timezero","","timezero"
"C22H40O8","0-5cm","SR","timezero","","timezero"
"C22H40O8","5cm-end","SR","timezero","","timezero"
"C22H40O8","0-5cm","CPCRW","timezero","","timezero"
"C12H8O13N3P1","5cm-end","CPCRW","timezero","","timezero"
"C12H8O13N3P1","0-5cm","SR","timezero","","timezero"
"C12H8O13N3P1","0-5cm","CPCRW","timezero","","timezero"
"C18H11O12N1","0-5cm","CPCRW","timezero","","timezero"
"C19H15O11N1","5cm-end","CPCRW","timezero","","timezero"
"C19H15O11N1","0-5cm","SR","timezero","","timezero"
"C19H15O11N1","5cm-end","SR","timezero","","timezero"
"C19H15O11N1","0-5cm","CPCRW","timezero","","timezero"
"C16H19O13N1","5cm-end","SR","timezero","","timezero"
"C20H19O10N1","0-5cm","SR","timezero","","timezero"
"C20H19O10N1","0-5cm","CPCRW","timezero","","timezero"
"C21H23O9N1","0-5cm","SR","timezero","","timezero"
"C21H23O9N1","0-5cm","CPCRW","timezero","","timezero"
"C19H31O10N1","5cm-end","CPCRW","timezero","","timezero"
"C19H31O10N1","0-5cm","SR","timezero","","timezero"
"C19H31O10N1","5cm-end","SR","timezero","","timezero"
"C19H31O10N1","0-5cm","CPCRW","timezero","","timezero"
"C20H35O9N1","5cm-end","CPCRW","timezero","","timezero"
"C20H35O9N1","0-5cm","SR","timezero","","timezero"
"C20H35O9N1","5cm-end","SR","timezero","","timezero"
"C20H35O9N1","0-5cm","CPCRW","timezero","","timezero"
"C18H10O9S2","5cm-end","CPCRW","timezero","","timezero"
"C18H10O9S2","0-5cm","SR","timezero","","timezero"
"C18H10O9S2","5cm-end","SR","timezero","","timezero"
"C18H10O9S2","0-5cm","CPCRW","timezero","","timezero"
"C18H10O13","0-5cm","CPCRW","timezero","","timezero"
"C19H14O12","5cm-end","CPCRW","timezero","","timezero"
"C19H14O12","0-5cm","SR","timezero","","timezero"
"C19H14O12","5cm-end","SR","timezero","","timezero"
"C19H14O12","0-5cm","CPCRW","timezero","","timezero"
"C16H19O12P1","5cm-end","CPCRW","timezero","","timezero"
"C16H19O12P1","0-5cm","SR","timezero","","timezero"
"C16H19O12P1","5cm-end","SR","timezero","","timezero"
"C16H18O14","5cm-end","CPCRW","timezero","","timezero"
"C16H18O14","0-5cm","SR","timezero","","timezero"
"C16H18O14","0-5cm","CPCRW","timezero","","timezero"
"C20H18O11","5cm-end","CPCRW","timezero","","timezero"
"C20H18O11","0-5cm","SR","timezero","","timezero"
"C20H18O11","5cm-end","SR","timezero","","timezero"
"C20H18O11","0-5cm","CPCRW","timezero","","timezero"
"C17H23O11P1","5cm-end","CPCRW","timezero","","timezero"
"C17H23O11P1","0-5cm","SR","timezero","","timezero"
"C17H23O11P1","5cm-end","SR","timezero","","timezero"
"C17H23O11P1","0-5cm","CPCRW","timezero","","timezero"
"C17H22O13","5cm-end","CPCRW","timezero","","timezero"
"C17H22O13","0-5cm","SR","timezero","","timezero"
"C17H22O13","0-5cm","CPCRW","timezero","","timezero"
"C21H22O10","5cm-end","CPCRW","timezero","","timezero"
"C21H22O10","0-5cm","SR","timezero","","timezero"
"C21H22O10","5cm-end","SR","timezero","","timezero"
"C21H22O10","0-5cm","CPCRW","timezero","","timezero"
"C18H27O10P1","5cm-end","CPCRW","timezero","","timezero"
"C18H27O10P1","0-5cm","SR","timezero","","timezero"
"C18H27O10P1","5cm-end","SR","timezero","","timezero"
"C18H27O10P1","0-5cm","CPCRW","timezero","","timezero"
"C18H26O12","5cm-end","CPCRW","timezero","","timezero"
"C18H26O12","0-5cm","SR","timezero","","timezero"
"C18H26O12","0-5cm","CPCRW","timezero","","timezero"
"C22H26O9","5cm-end","CPCRW","timezero","","timezero"
"C22H26O9","0-5cm","SR","timezero","","timezero"
"C22H26O9","5cm-end","SR","timezero","","timezero"
"C22H26O9","0-5cm","CPCRW","timezero","","timezero"
"C19H31O9P1","5cm-end","CPCRW","timezero","","timezero"
"C19H31O9P1","0-5cm","SR","timezero","","timezero"
"C19H31O9P1","5cm-end","SR","timezero","","timezero"
"C19H31O9P1","0-5cm","CPCRW","timezero","","timezero"
"C19H30O11","5cm-end","CPCRW","timezero","","timezero"
"C19H30O11","0-5cm","SR","timezero","","timezero"
"C19H30O11","5cm-end","SR","timezero","","timezero"
"C19H30O11","0-5cm","CPCRW","timezero","","timezero"
"C23H30O8","5cm-end","CPCRW","timezero","","timezero"
"C23H30O8","0-5cm","SR","timezero","","timezero"
"C23H30O8","0-5cm","CPCRW","timezero","","timezero"
"C20H34O10","5cm-end","CPCRW","timezero","","timezero"
"C20H34O10","0-5cm","SR","timezero","","timezero"
"C20H34O10","5cm-end","SR","timezero","","timezero"
"C20H34O10","0-5cm","CPCRW","timezero","","timezero"
"C24H35O5P1","5cm-end","CPCRW","timezero","","timezero"
"C24H35O5P1","0-5cm","SR","timezero","","timezero"
"C24H35O5P1","0-5cm","CPCRW","timezero","","timezero"
"C24H34O7","5cm-end","CPCRW","timezero","","timezero"
"C24H34O7","0-5cm","SR","timezero","","timezero"
"C24H34O7","0-5cm","CPCRW","timezero","","timezero"
"C21H39O7P1","5cm-end","CPCRW","timezero","","timezero"
"C21H39O7P1","0-5cm","SR","timezero","","timezero"
"C21H39O7P1","0-5cm","CPCRW","timezero","","timezero"
"C21H38O9","5cm-end","CPCRW","timezero","","timezero"
"C21H38O9","0-5cm","SR","timezero","","timezero"
"C21H38O9","5cm-end","SR","timezero","","timezero"
"C21H38O9","0-5cm","CPCRW","timezero","","timezero"
"C18H13O12N1","5cm-end","CPCRW","timezero","","timezero"
"C18H13O12N1","0-5cm","CPCRW","timezero","","timezero"
"C19H17O11N1","5cm-end","CPCRW","timezero","","timezero"
"C19H17O11N1","0-5cm","SR","timezero","","timezero"
"C19H17O11N1","5cm-end","SR","timezero","","timezero"
"C19H17O11N1","0-5cm","CPCRW","timezero","","timezero"
"C20H21O10N1","5cm-end","CPCRW","timezero","","timezero"
"C20H21O10N1","0-5cm","SR","timezero","","timezero"
"C20H21O10N1","5cm-end","SR","timezero","","timezero"
"C20H21O10N1","0-5cm","CPCRW","timezero","","timezero"
"C19H33O8N1S1","0-5cm","SR","timezero","","timezero"
"C19H33O8N1S1","5cm-end","SR","timezero","","timezero"
"C19H33O10N1","5cm-end","CPCRW","timezero","","timezero"
"C19H33O10N1","0-5cm","SR","timezero","","timezero"
"C19H33O10N1","5cm-end","SR","timezero","","timezero"
"C19H33O10N1","0-5cm","CPCRW","timezero","","timezero"
"C18H4O8N4S1","5cm-end","CPCRW","timezero","","timezero"
"C18H4O8N4S1","0-5cm","SR","timezero","","timezero"
"C18H4O8N4S1","5cm-end","SR","timezero","","timezero"
"C18H12O13","5cm-end","CPCRW","timezero","","timezero"
"C18H12O13","0-5cm","SR","timezero","","timezero"
"C18H12O13","5cm-end","SR","timezero","","timezero"
"C18H12O13","0-5cm","CPCRW","timezero","","timezero"
"C19H16O12","5cm-end","CPCRW","timezero","","timezero"
"C19H16O12","0-5cm","SR","timezero","","timezero"
"C19H16O12","5cm-end","SR","timezero","","timezero"
"C19H16O12","0-5cm","CPCRW","timezero","","timezero"
"C20H20O11","5cm-end","CPCRW","timezero","","timezero"
"C20H20O11","0-5cm","SR","timezero","","timezero"
"C20H20O11","5cm-end","SR","timezero","","timezero"
"C20H20O11","0-5cm","CPCRW","timezero","","timezero"
"C17H25O11P1","5cm-end","CPCRW","timezero","","timezero"
"C17H25O11P1","0-5cm","SR","timezero","","timezero"
"C17H25O11P1","5cm-end","SR","timezero","","timezero"
"C17H25O11P1","0-5cm","CPCRW","timezero","","timezero"
"C21H24O10","5cm-end","CPCRW","timezero","","timezero"
"C21H24O10","0-5cm","SR","timezero","","timezero"
"C21H24O10","5cm-end","SR","timezero","","timezero"
"C21H24O10","0-5cm","CPCRW","timezero","","timezero"
"C18H29O10P1","5cm-end","CPCRW","timezero","","timezero"
"C18H29O10P1","0-5cm","SR","timezero","","timezero"
"C18H29O10P1","5cm-end","SR","timezero","","timezero"
"C18H29O10P1","0-5cm","CPCRW","timezero","","timezero"
"C22H28O9","5cm-end","CPCRW","timezero","","timezero"
"C22H28O9","0-5cm","SR","timezero","","timezero"
"C22H28O9","5cm-end","SR","timezero","","timezero"
"C22H28O9","0-5cm","CPCRW","timezero","","timezero"
"C19H33O9P1","5cm-end","CPCRW","timezero","","timezero"
"C19H33O9P1","0-5cm","SR","timezero","","timezero"
"C19H33O9P1","5cm-end","SR","timezero","","timezero"
"C19H33O9P1","0-5cm","CPCRW","timezero","","timezero"
"C23H32O8","5cm-end","CPCRW","timezero","","timezero"
"C23H32O8","0-5cm","SR","timezero","","timezero"
"C23H32O8","5cm-end","SR","timezero","","timezero"
"C23H32O8","0-5cm","CPCRW","timezero","","timezero"
"C18H37O6N4P1","5cm-end","CPCRW","timezero","","timezero"
"C18H37O6N4P1","0-5cm","SR","timezero","","timezero"
"C18H37O6N4P1","5cm-end","SR","timezero","","timezero"
"C18H37O6N4P1","0-5cm","CPCRW","timezero","","timezero"
"C22H45O6P1","0-5cm","SR","timezero","","timezero"
"C18H15O12N1","5cm-end","CPCRW","timezero","","timezero"
"C18H15O12N1","0-5cm","SR","timezero","","timezero"
"C18H15O12N1","0-5cm","CPCRW","timezero","","timezero"
"C19H19O11N1","5cm-end","CPCRW","timezero","","timezero"
"C19H19O11N1","0-5cm","SR","timezero","","timezero"
"C19H19O11N1","5cm-end","SR","timezero","","timezero"
"C19H19O11N1","0-5cm","CPCRW","timezero","","timezero"
"C20H23O10N1","5cm-end","CPCRW","timezero","","timezero"
"C20H23O10N1","0-5cm","SR","timezero","","timezero"
"C20H23O10N1","5cm-end","SR","timezero","","timezero"
"C20H23O10N1","0-5cm","CPCRW","timezero","","timezero"
"C18H32O9N1P1","5cm-end","CPCRW","timezero","","timezero"
"C18H32O9N1P1","0-5cm","SR","timezero","","timezero"
"C18H32O9N1P1","5cm-end","SR","timezero","","timezero"
"C18H32O9N1P1","0-5cm","CPCRW","timezero","","timezero"
"C19H35O10N1","5cm-end","CPCRW","timezero","","timezero"
"C19H35O10N1","0-5cm","SR","timezero","","timezero"
"C19H35O10N1","5cm-end","SR","timezero","","timezero"
"C19H35O10N1","0-5cm","CPCRW","timezero","","timezero"
"C21H43O6N1S1","5cm-end","CPCRW","timezero","","timezero"
"C21H43O6N1S1","0-5cm","SR","timezero","","timezero"
"C21H43O6N1S1","0-5cm","CPCRW","timezero","","timezero"
"C17H10O14","0-5cm","CPCRW","timezero","","timezero"
"C18H14O13","5cm-end","CPCRW","timezero","","timezero"
"C18H14O13","0-5cm","SR","timezero","","timezero"
"C18H14O13","5cm-end","SR","timezero","","timezero"
"C18H14O13","0-5cm","CPCRW","timezero","","timezero"
"C22H14O10","5cm-end","CPCRW","timezero","","timezero"
"C19H18O12","5cm-end","CPCRW","timezero","","timezero"
"C19H18O12","0-5cm","SR","timezero","","timezero"
"C19H18O12","5cm-end","SR","timezero","","timezero"
"C19H18O12","0-5cm","CPCRW","timezero","","timezero"
"C20H22O11","5cm-end","CPCRW","timezero","","timezero"
"C20H22O11","0-5cm","SR","timezero","","timezero"
"C20H22O11","5cm-end","SR","timezero","","timezero"
"C20H22O11","0-5cm","CPCRW","timezero","","timezero"
"C17H27O11P1","5cm-end","CPCRW","timezero","","timezero"
"C17H27O11P1","0-5cm","SR","timezero","","timezero"
"C17H27O11P1","5cm-end","SR","timezero","","timezero"
"C17H27O11P1","0-5cm","CPCRW","timezero","","timezero"
"C21H26O10","5cm-end","CPCRW","timezero","","timezero"
"C21H26O10","0-5cm","SR","timezero","","timezero"
"C21H26O10","5cm-end","SR","timezero","","timezero"
"C21H26O10","0-5cm","CPCRW","timezero","","timezero"
"C12H30O13N4","5cm-end","CPCRW","timezero","","timezero"
"C12H30O13N4","0-5cm","SR","timezero","","timezero"
"C22H30O9","5cm-end","CPCRW","timezero","","timezero"
"C22H30O9","0-5cm","SR","timezero","","timezero"
"C22H30O9","5cm-end","SR","timezero","","timezero"
"C22H30O9","0-5cm","CPCRW","timezero","","timezero"
"C19H35O9P1","5cm-end","CPCRW","timezero","","timezero"
"C19H35O9P1","0-5cm","SR","timezero","","timezero"
"C19H35O9P1","5cm-end","SR","timezero","","timezero"
"C19H35O9P1","0-5cm","CPCRW","timezero","","timezero"
"C23H34O8","5cm-end","CPCRW","timezero","","timezero"
"C23H34O8","0-5cm","SR","timezero","","timezero"
"C23H34O8","5cm-end","SR","timezero","","timezero"
"C23H34O8","0-5cm","CPCRW","timezero","","timezero"
"C20H39O8P1","5cm-end","CPCRW","timezero","","timezero"
"C20H39O8P1","0-5cm","SR","timezero","","timezero"
"C20H39O8P1","5cm-end","SR","timezero","","timezero"
"C20H39O8P1","0-5cm","CPCRW","timezero","","timezero"
"C19H39O7N2P1","5cm-end","CPCRW","timezero","","timezero"
"C19H39O7N2P1","0-5cm","SR","timezero","","timezero"
"C19H39O7N2P1","5cm-end","SR","timezero","","timezero"
"C18H39O6N4P1","5cm-end","CPCRW","timezero","","timezero"
"C18H39O6N4P1","5cm-end","SR","timezero","","timezero"
"C21H42O9","5cm-end","CPCRW","timezero","","timezero"
"C21H42O9","5cm-end","SR","timezero","","timezero"
"C20H43O6N2P1","0-5cm","CPCRW","timezero","","timezero"
"C17H13O13N1","0-5cm","CPCRW","timezero","","timezero"
"C18H17O12N1","5cm-end","CPCRW","timezero","","timezero"
"C18H17O12N1","0-5cm","SR","timezero","","timezero"
"C18H17O12N1","5cm-end","SR","timezero","","timezero"
"C18H17O12N1","0-5cm","CPCRW","timezero","","timezero"
"C15H21O14N1","5cm-end","CPCRW","timezero","","timezero"
"C15H21O14N1","0-5cm","SR","timezero","","timezero"
"C15H21O14N1","5cm-end","SR","timezero","","timezero"
"C15H21O14N1","0-5cm","CPCRW","timezero","","timezero"
"C19H21O11N1","5cm-end","CPCRW","timezero","","timezero"
"C19H21O11N1","0-5cm","SR","timezero","","timezero"
"C19H21O11N1","5cm-end","SR","timezero","","timezero"
"C19H21O11N1","0-5cm","CPCRW","timezero","","timezero"
"C16H26O11N1P1","5cm-end","CPCRW","timezero","","timezero"
"C16H26O11N1P1","0-5cm","SR","timezero","","timezero"
"C16H26O11N1P1","5cm-end","SR","timezero","","timezero"
"C16H26O11N1P1","0-5cm","CPCRW","timezero","","timezero"
"C20H25O10N1","5cm-end","CPCRW","timezero","","timezero"
"C20H25O10N1","0-5cm","SR","timezero","","timezero"
"C20H25O10N1","5cm-end","SR","timezero","","timezero"
"C20H25O10N1","0-5cm","CPCRW","timezero","","timezero"
"C17H30O10N1P1","5cm-end","CPCRW","timezero","","timezero"
"C17H30O10N1P1","0-5cm","SR","timezero","","timezero"
"C17H30O10N1P1","5cm-end","SR","timezero","","timezero"
"C17H30O10N1P1","0-5cm","CPCRW","timezero","","timezero"
"C17H29O12N1","5cm-end","CPCRW","timezero","","timezero"
"C17H29O12N1","0-5cm","SR","timezero","","timezero"
"C17H29O12N1","5cm-end","SR","timezero","","timezero"
"C17H29O12N1","0-5cm","CPCRW","timezero","","timezero"
"C21H29O9N1","0-5cm","SR","timezero","","timezero"
"C18H34O9N1P1","5cm-end","CPCRW","timezero","","timezero"
"C18H34O9N1P1","0-5cm","SR","timezero","","timezero"
"C18H34O9N1P1","5cm-end","SR","timezero","","timezero"
"C17H12O14","5cm-end","CPCRW","timezero","","timezero"
"C17H12O14","0-5cm","SR","timezero","","timezero"
"C17H12O14","5cm-end","SR","timezero","","timezero"
"C17H12O14","0-5cm","CPCRW","timezero","","timezero"
"C21H12O11","5cm-end","CPCRW","timezero","","timezero"
"C21H12O11","0-5cm","CPCRW","timezero","","timezero"
"C22H17O6S1P1","0-5cm","SR","timezero","","timezero"
"C18H16O13","5cm-end","CPCRW","timezero","","timezero"
"C18H16O13","0-5cm","SR","timezero","","timezero"
"C18H16O13","5cm-end","SR","timezero","","timezero"
"C18H16O13","0-5cm","CPCRW","timezero","","timezero"
"C22H16O10","5cm-end","CPCRW","timezero","","timezero"
"C22H16O10","0-5cm","SR","timezero","","timezero"
"C22H16O10","0-5cm","CPCRW","timezero","","timezero"
"C19H20O12","5cm-end","CPCRW","timezero","","timezero"
"C19H20O12","0-5cm","SR","timezero","","timezero"
"C19H20O12","5cm-end","SR","timezero","","timezero"
"C19H20O12","0-5cm","CPCRW","timezero","","timezero"
"C20H24O11","5cm-end","CPCRW","timezero","","timezero"
"C20H24O11","0-5cm","SR","timezero","","timezero"
"C20H24O11","5cm-end","SR","timezero","","timezero"
"C20H24O11","0-5cm","CPCRW","timezero","","timezero"
"C17H29O11P1","5cm-end","CPCRW","timezero","","timezero"
"C17H29O11P1","0-5cm","SR","timezero","","timezero"
"C17H29O11P1","0-5cm","CPCRW","timezero","","timezero"
"C22H33O3S2P1","5cm-end","SR","timezero","","timezero"
"C21H28O10","5cm-end","CPCRW","timezero","","timezero"
"C21H28O10","0-5cm","SR","timezero","","timezero"
"C21H28O10","5cm-end","SR","timezero","","timezero"
"C21H28O10","0-5cm","CPCRW","timezero","","timezero"
"C18H33O10P1","5cm-end","CPCRW","timezero","","timezero"
"C18H33O10P1","0-5cm","SR","timezero","","timezero"
"C18H33O10P1","5cm-end","SR","timezero","","timezero"
"C18H33O10P1","0-5cm","CPCRW","timezero","","timezero"
"C22H33O7P1","5cm-end","CPCRW","timezero","","timezero"
"C22H33O7P1","0-5cm","SR","timezero","","timezero"
"C22H33O7P1","0-5cm","CPCRW","timezero","","timezero"
"C22H32O9","5cm-end","CPCRW","timezero","","timezero"
"C22H32O9","0-5cm","SR","timezero","","timezero"
"C22H32O9","5cm-end","SR","timezero","","timezero"
"C22H32O9","0-5cm","CPCRW","timezero","","timezero"
"C30H32O1S1","0-5cm","SR","timezero","","timezero"
"C18H36O8N2S1","0-5cm","SR","timezero","","timezero"
"C18H36O8N2S1","5cm-end","SR","timezero","","timezero"
"C24H40O3S2","5cm-end","SR","timezero","","timezero"
"C19H41O7N2P1","5cm-end","CPCRW","timezero","","timezero"
"C19H41O7N2P1","0-5cm","SR","timezero","","timezero"
"C19H41O7N2P1","0-5cm","CPCRW","timezero","","timezero"
"C18H41O6N4P1","5cm-end","CPCRW","timezero","","timezero"
"C18H41O6N4P1","0-5cm","SR","timezero","","timezero"
"C25H45O2S1P1","5cm-end","SR","timezero","","timezero"
"C29H44O3","5cm-end","CPCRW","timezero","","timezero"
"C29H44O3","0-5cm","SR","timezero","","timezero"
"C20H11O11N1","0-5cm","CPCRW","timezero","","timezero"
"C17H15O13N1","5cm-end","CPCRW","timezero","","timezero"
"C18H19O12N1","5cm-end","CPCRW","timezero","","timezero"
"C18H19O12N1","0-5cm","SR","timezero","","timezero"
"C18H19O12N1","5cm-end","SR","timezero","","timezero"
"C18H19O12N1","0-5cm","CPCRW","timezero","","timezero"
"C28H15O1N3S1","0-5cm","SR","timezero","","timezero"
"C28H15O1N3S1","0-5cm","CPCRW","timezero","","timezero"
"C15H24O12N1P1","0-5cm","SR","timezero","","timezero"
"C19H23O11N1","5cm-end","CPCRW","timezero","","timezero"
"C19H23O11N1","0-5cm","SR","timezero","","timezero"
"C19H23O11N1","5cm-end","SR","timezero","","timezero"
"C19H23O11N1","0-5cm","CPCRW","timezero","","timezero"
"C16H28O11N1P1","5cm-end","CPCRW","timezero","","timezero"
"C16H28O11N1P1","0-5cm","SR","timezero","","timezero"
"C16H28O11N1P1","5cm-end","SR","timezero","","timezero"
"C16H28O11N1P1","0-5cm","CPCRW","timezero","","timezero"
"C20H27O10N1","5cm-end","CPCRW","timezero","","timezero"
"C20H27O10N1","0-5cm","SR","timezero","","timezero"
"C20H27O10N1","5cm-end","SR","timezero","","timezero"
"C20H27O10N1","0-5cm","CPCRW","timezero","","timezero"
"C11H11O11N2S2P1","5cm-end","CPCRW","timezero","","timezero"
"C11H11O11N2S2P1","0-5cm","SR","timezero","","timezero"
"C11H11O11N2S2P1","5cm-end","SR","timezero","","timezero"
"C11H11O11N2S2P1","0-5cm","CPCRW","timezero","","timezero"
"C20H10O12","0-5cm","CPCRW","timezero","","timezero"
"C17H14O14","5cm-end","CPCRW","timezero","","timezero"
"C17H14O14","0-5cm","SR","timezero","","timezero"
"C17H14O14","5cm-end","SR","timezero","","timezero"
"C17H14O14","0-5cm","CPCRW","timezero","","timezero"
"C21H14O11","5cm-end","CPCRW","timezero","","timezero"
"C21H14O11","0-5cm","SR","timezero","","timezero"
"C21H14O11","5cm-end","SR","timezero","","timezero"
"C21H14O11","0-5cm","CPCRW","timezero","","timezero"
"C12H18O12N4S1","0-5cm","CPCRW","timezero","","timezero"
"C18H19O11P1","0-5cm","SR","timezero","","timezero"
"C18H18O13","5cm-end","CPCRW","timezero","","timezero"
"C18H18O13","0-5cm","SR","timezero","","timezero"
"C18H18O13","5cm-end","SR","timezero","","timezero"
"C18H18O13","0-5cm","CPCRW","timezero","","timezero"
