"formula","depth","Site","length","drying","saturation"
"C10H9O4N1","5cm-end","SR","30d","FAD","instant chemistry"
"C10H9O4N1","5cm-end","SR","90d","CW","instant chemistry"
"C11H13O3N1","0-5cm","SR","90d","FAD","saturated"
"C9H4O6","0-5cm","CPCRW","150d","FAD","saturated"
"C9H4O6","5cm-end","CPCRW","150d","FAD","saturated"
"C9H4O6","5cm-end","CPCRW","30d","CW","saturated"
"C9H4O6","5cm-end","CPCRW","30d","FAD","saturated"
"C9H4O6","5cm-end","CPCRW","90d","CW","saturated"
"C9H4O6","5cm-end","CPCRW","90d","FAD","saturated"
"C9H4O6","0-5cm","CPCRW","90d","CW","instant chemistry"
"C9H4O6","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C9H4O6","5cm-end","CPCRW","90d","CW","instant chemistry"
"C9H4O6","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C9H4O6","0-5cm","SR","30d","CW","instant chemistry"
"C9H4O6","0-5cm","SR","30d","FAD","instant chemistry"
"C9H4O6","0-5cm","SR","90d","CW","instant chemistry"
"C9H4O6","0-5cm","SR","90d","FAD","instant chemistry"
"C9H4O6","5cm-end","SR","30d","FAD","instant chemistry"
"C9H4O6","5cm-end","SR","90d","CW","instant chemistry"
"C9H4O6","5cm-end","SR","90d","FAD","instant chemistry"
"C10H8O3S1","0-5cm","CPCRW","150d","CW","saturated"
"C10H8O3S1","0-5cm","CPCRW","30d","CW","saturated"
"C10H8O3S1","5cm-end","CPCRW","150d","CW","saturated"
"C10H8O3S1","5cm-end","CPCRW","150d","FAD","saturated"
"C10H8O3S1","5cm-end","CPCRW","30d","CW","saturated"
"C10H8O3S1","5cm-end","CPCRW","30d","FAD","saturated"
"C10H8O3S1","5cm-end","CPCRW","90d","CW","saturated"
"C10H8O3S1","5cm-end","CPCRW","90d","FAD","saturated"
"C10H8O3S1","5cm-end","SR","150d","CW","saturated"
"C10H8O3S1","5cm-end","SR","150d","FAD","saturated"
"C10H8O3S1","5cm-end","SR","30d","FAD","saturated"
"C10H8O3S1","5cm-end","SR","90d","FAD","saturated"
"C10H8O3S1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C10H8O3S1","0-5cm","SR","30d","FAD","instant chemistry"
"C10H8O3S1","5cm-end","SR","30d","CW","instant chemistry"
"C10H8O5","0-5cm","CPCRW","150d","FAD","saturated"
"C10H8O5","0-5cm","CPCRW","150d","CW","saturated"
"C10H8O5","0-5cm","CPCRW","30d","CW","saturated"
"C10H8O5","0-5cm","CPCRW","30d","FAD","saturated"
"C10H8O5","0-5cm","CPCRW","90d","CW","saturated"
"C10H8O5","0-5cm","CPCRW","90d","FAD","saturated"
"C10H8O5","5cm-end","CPCRW","150d","CW","saturated"
"C10H8O5","5cm-end","CPCRW","150d","FAD","saturated"
"C10H8O5","5cm-end","CPCRW","30d","CW","saturated"
"C10H8O5","5cm-end","CPCRW","30d","FAD","saturated"
"C10H8O5","5cm-end","CPCRW","90d","CW","saturated"
"C10H8O5","5cm-end","CPCRW","90d","FAD","saturated"
"C10H8O5","0-5cm","SR","150d","CW","saturated"
"C10H8O5","0-5cm","SR","150d","FAD","saturated"
"C10H8O5","0-5cm","SR","30d","CW","saturated"
"C10H8O5","0-5cm","SR","30d","FAD","saturated"
"C10H8O5","0-5cm","SR","90d","CW","saturated"
"C10H8O5","0-5cm","SR","90d","FAD","saturated"
"C10H8O5","5cm-end","SR","150d","FAD","saturated"
"C10H8O5","5cm-end","SR","90d","CW","saturated"
"C10H8O5","5cm-end","SR","90d","FAD","saturated"
"C10H8O5","0-5cm","CPCRW","90d","CW","instant chemistry"
"C10H8O5","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C10H8O5","5cm-end","CPCRW","90d","CW","instant chemistry"
"C10H8O5","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C10H8O5","0-5cm","SR","30d","CW","instant chemistry"
"C10H8O5","0-5cm","SR","30d","FAD","instant chemistry"
"C10H8O5","0-5cm","SR","90d","CW","instant chemistry"
"C10H8O5","0-5cm","SR","90d","FAD","instant chemistry"
"C10H8O5","5cm-end","SR","30d","CW","instant chemistry"
"C10H8O5","5cm-end","SR","30d","FAD","instant chemistry"
"C10H8O5","5cm-end","SR","90d","CW","instant chemistry"
"C10H8O5","5cm-end","SR","90d","FAD","instant chemistry"
"C11H12O4","0-5cm","CPCRW","150d","FAD","saturated"
"C11H12O4","0-5cm","CPCRW","150d","CW","saturated"
"C11H12O4","0-5cm","CPCRW","30d","CW","saturated"
"C11H12O4","0-5cm","CPCRW","30d","FAD","saturated"
"C11H12O4","0-5cm","CPCRW","90d","CW","saturated"
"C11H12O4","0-5cm","CPCRW","90d","FAD","saturated"
"C11H12O4","5cm-end","CPCRW","150d","CW","saturated"
"C11H12O4","5cm-end","CPCRW","150d","FAD","saturated"
"C11H12O4","5cm-end","CPCRW","30d","CW","saturated"
"C11H12O4","5cm-end","CPCRW","30d","FAD","saturated"
"C11H12O4","5cm-end","CPCRW","90d","CW","saturated"
"C11H12O4","5cm-end","CPCRW","90d","FAD","saturated"
"C11H12O4","0-5cm","SR","150d","CW","saturated"
"C11H12O4","0-5cm","SR","150d","FAD","saturated"
"C11H12O4","0-5cm","SR","30d","CW","saturated"
"C11H12O4","0-5cm","SR","30d","FAD","saturated"
"C11H12O4","0-5cm","SR","90d","CW","saturated"
"C11H12O4","0-5cm","SR","90d","FAD","saturated"
"C11H12O4","5cm-end","SR","150d","CW","saturated"
"C11H12O4","5cm-end","SR","150d","FAD","saturated"
"C11H12O4","5cm-end","SR","30d","CW","saturated"
"C11H12O4","5cm-end","SR","30d","FAD","saturated"
"C11H12O4","5cm-end","SR","90d","CW","saturated"
"C11H12O4","5cm-end","SR","90d","FAD","saturated"
"C11H12O4","0-5cm","CPCRW","90d","CW","instant chemistry"
"C11H12O4","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C11H12O4","5cm-end","CPCRW","90d","CW","instant chemistry"
"C11H12O4","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C11H12O4","0-5cm","SR","30d","CW","instant chemistry"
"C11H12O4","0-5cm","SR","30d","FAD","instant chemistry"
"C11H12O4","0-5cm","SR","90d","CW","instant chemistry"
"C11H12O4","0-5cm","SR","90d","FAD","instant chemistry"
"C11H12O4","5cm-end","SR","30d","CW","instant chemistry"
"C11H12O4","5cm-end","SR","30d","FAD","instant chemistry"
"C11H12O4","5cm-end","SR","90d","CW","instant chemistry"
"C11H12O4","5cm-end","SR","90d","FAD","instant chemistry"
"C8H16O4S1","0-5cm","SR","30d","CW","instant chemistry"
"C8H16O4S1","0-5cm","SR","30d","FAD","instant chemistry"
"C8H16O4S1","0-5cm","SR","90d","CW","instant chemistry"
"C8H16O4S1","0-5cm","SR","90d","FAD","instant chemistry"
"C8H16O4S1","5cm-end","SR","30d","FAD","instant chemistry"
"C8H16O4S1","5cm-end","SR","90d","FAD","instant chemistry"
"C12H16O3","0-5cm","CPCRW","150d","CW","saturated"
"C12H16O3","0-5cm","CPCRW","30d","CW","saturated"
"C12H16O3","0-5cm","CPCRW","30d","FAD","saturated"
"C12H16O3","0-5cm","CPCRW","90d","FAD","saturated"
"C12H16O3","0-5cm","SR","90d","CW","saturated"
"C12H16O3","0-5cm","SR","90d","FAD","saturated"
"C9H7O5N1","0-5cm","CPCRW","150d","FAD","saturated"
"C9H7O5N1","0-5cm","CPCRW","30d","FAD","saturated"
"C9H7O5N1","0-5cm","CPCRW","90d","FAD","saturated"
"C9H7O5N1","5cm-end","CPCRW","150d","FAD","saturated"
"C9H7O5N1","5cm-end","CPCRW","30d","FAD","saturated"
"C9H7O5N1","5cm-end","CPCRW","90d","FAD","saturated"
"C9H7O5N1","0-5cm","SR","150d","CW","saturated"
"C9H7O5N1","0-5cm","SR","150d","FAD","saturated"
"C9H7O5N1","0-5cm","SR","30d","CW","saturated"
"C9H7O5N1","0-5cm","SR","30d","FAD","saturated"
"C9H7O5N1","0-5cm","SR","90d","CW","saturated"
"C9H7O5N1","0-5cm","SR","90d","FAD","saturated"
"C9H7O5N1","5cm-end","SR","90d","CW","saturated"
"C9H7O5N1","5cm-end","SR","90d","FAD","saturated"
"C9H7O5N1","0-5cm","SR","30d","CW","instant chemistry"
"C9H7O5N1","0-5cm","SR","90d","CW","instant chemistry"
"C9H7O5N1","0-5cm","SR","90d","FAD","instant chemistry"
"C9H7O5N1","5cm-end","SR","30d","CW","instant chemistry"
"C9H7O5N1","5cm-end","SR","30d","FAD","instant chemistry"
"C9H7O5N1","5cm-end","SR","90d","FAD","instant chemistry"
"C10H11O4N1","0-5cm","CPCRW","150d","FAD","saturated"
"C10H11O4N1","0-5cm","CPCRW","30d","FAD","saturated"
"C10H11O4N1","0-5cm","CPCRW","90d","FAD","saturated"
"C10H11O4N1","0-5cm","SR","30d","CW","saturated"
"C10H11O4N1","0-5cm","SR","90d","CW","saturated"
"C10H11O4N1","0-5cm","SR","90d","FAD","saturated"
"C10H11O4N1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C10H11O4N1","0-5cm","SR","30d","CW","instant chemistry"
"C10H11O4N1","0-5cm","SR","90d","CW","instant chemistry"
"C10H11O4N1","0-5cm","SR","90d","FAD","instant chemistry"
"C9H6O6","0-5cm","CPCRW","150d","FAD","saturated"
"C9H6O6","0-5cm","CPCRW","150d","CW","saturated"
"C9H6O6","0-5cm","CPCRW","30d","CW","saturated"
"C9H6O6","0-5cm","CPCRW","30d","FAD","saturated"
"C9H6O6","0-5cm","CPCRW","90d","CW","saturated"
"C9H6O6","0-5cm","CPCRW","90d","FAD","saturated"
"C9H6O6","5cm-end","CPCRW","150d","CW","saturated"
"C9H6O6","5cm-end","CPCRW","150d","FAD","saturated"
"C9H6O6","5cm-end","CPCRW","30d","CW","saturated"
"C9H6O6","5cm-end","CPCRW","30d","FAD","saturated"
"C9H6O6","5cm-end","CPCRW","90d","CW","saturated"
"C9H6O6","5cm-end","CPCRW","90d","FAD","saturated"
"C9H6O6","0-5cm","SR","150d","CW","saturated"
"C9H6O6","0-5cm","SR","150d","FAD","saturated"
"C9H6O6","0-5cm","SR","30d","CW","saturated"
"C9H6O6","0-5cm","SR","30d","FAD","saturated"
"C9H6O6","0-5cm","SR","90d","CW","saturated"
"C9H6O6","0-5cm","SR","90d","FAD","saturated"
"C9H6O6","5cm-end","SR","150d","CW","saturated"
"C9H6O6","5cm-end","SR","150d","FAD","saturated"
"C9H6O6","5cm-end","SR","30d","CW","saturated"
"C9H6O6","5cm-end","SR","30d","FAD","saturated"
"C9H6O6","5cm-end","SR","90d","CW","saturated"
"C9H6O6","5cm-end","SR","90d","FAD","saturated"
"C9H6O6","0-5cm","CPCRW","90d","CW","instant chemistry"
"C9H6O6","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C9H6O6","5cm-end","CPCRW","90d","CW","instant chemistry"
"C9H6O6","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C9H6O6","0-5cm","SR","30d","CW","instant chemistry"
"C9H6O6","0-5cm","SR","30d","FAD","instant chemistry"
"C9H6O6","0-5cm","SR","90d","CW","instant chemistry"
"C9H6O6","0-5cm","SR","90d","FAD","instant chemistry"
"C9H6O6","5cm-end","SR","30d","CW","instant chemistry"
"C9H6O6","5cm-end","SR","30d","FAD","instant chemistry"
"C9H6O6","5cm-end","SR","90d","CW","instant chemistry"
"C9H6O6","5cm-end","SR","90d","FAD","instant chemistry"
"C10H10O5","0-5cm","CPCRW","150d","FAD","saturated"
"C10H10O5","0-5cm","CPCRW","150d","CW","saturated"
"C10H10O5","0-5cm","CPCRW","30d","CW","saturated"
"C10H10O5","0-5cm","CPCRW","30d","FAD","saturated"
"C10H10O5","0-5cm","CPCRW","90d","CW","saturated"
"C10H10O5","0-5cm","CPCRW","90d","FAD","saturated"
"C10H10O5","5cm-end","CPCRW","150d","CW","saturated"
"C10H10O5","5cm-end","CPCRW","150d","FAD","saturated"
"C10H10O5","5cm-end","CPCRW","30d","CW","saturated"
"C10H10O5","5cm-end","CPCRW","30d","FAD","saturated"
"C10H10O5","5cm-end","CPCRW","90d","CW","saturated"
"C10H10O5","5cm-end","CPCRW","90d","FAD","saturated"
"C10H10O5","0-5cm","SR","150d","CW","saturated"
"C10H10O5","0-5cm","SR","150d","FAD","saturated"
"C10H10O5","0-5cm","SR","30d","CW","saturated"
"C10H10O5","0-5cm","SR","30d","FAD","saturated"
"C10H10O5","0-5cm","SR","90d","CW","saturated"
"C10H10O5","0-5cm","SR","90d","FAD","saturated"
"C10H10O5","5cm-end","SR","150d","CW","saturated"
"C10H10O5","5cm-end","SR","150d","FAD","saturated"
"C10H10O5","5cm-end","SR","30d","CW","saturated"
"C10H10O5","5cm-end","SR","30d","FAD","saturated"
"C10H10O5","5cm-end","SR","90d","CW","saturated"
"C10H10O5","5cm-end","SR","90d","FAD","saturated"
"C10H10O5","0-5cm","CPCRW","90d","CW","instant chemistry"
"C10H10O5","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C10H10O5","5cm-end","CPCRW","90d","CW","instant chemistry"
"C10H10O5","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C10H10O5","0-5cm","SR","30d","CW","instant chemistry"
"C10H10O5","0-5cm","SR","30d","FAD","instant chemistry"
"C10H10O5","0-5cm","SR","90d","CW","instant chemistry"
"C10H10O5","0-5cm","SR","90d","FAD","instant chemistry"
"C10H10O5","5cm-end","SR","30d","CW","instant chemistry"
"C10H10O5","5cm-end","SR","30d","FAD","instant chemistry"
"C10H10O5","5cm-end","SR","90d","CW","instant chemistry"
"C10H10O5","5cm-end","SR","90d","FAD","instant chemistry"
"C11H14O4","0-5cm","CPCRW","150d","FAD","saturated"
"C11H14O4","0-5cm","CPCRW","150d","CW","saturated"
"C11H14O4","0-5cm","CPCRW","30d","CW","saturated"
"C11H14O4","0-5cm","CPCRW","30d","FAD","saturated"
"C11H14O4","0-5cm","CPCRW","90d","CW","saturated"
"C11H14O4","0-5cm","CPCRW","90d","FAD","saturated"
"C11H14O4","5cm-end","CPCRW","150d","CW","saturated"
"C11H14O4","5cm-end","CPCRW","150d","FAD","saturated"
"C11H14O4","5cm-end","CPCRW","30d","CW","saturated"
"C11H14O4","5cm-end","CPCRW","30d","FAD","saturated"
"C11H14O4","5cm-end","CPCRW","90d","CW","saturated"
"C11H14O4","5cm-end","CPCRW","90d","FAD","saturated"
"C11H14O4","0-5cm","SR","150d","CW","saturated"
"C11H14O4","0-5cm","SR","150d","FAD","saturated"
"C11H14O4","0-5cm","SR","30d","CW","saturated"
"C11H14O4","0-5cm","SR","30d","FAD","saturated"
"C11H14O4","0-5cm","SR","90d","CW","saturated"
"C11H14O4","0-5cm","SR","90d","FAD","saturated"
"C11H14O4","5cm-end","SR","150d","CW","saturated"
"C11H14O4","5cm-end","SR","150d","FAD","saturated"
"C11H14O4","5cm-end","SR","30d","CW","saturated"
"C11H14O4","5cm-end","SR","30d","FAD","saturated"
"C11H14O4","5cm-end","SR","90d","CW","saturated"
"C11H14O4","5cm-end","SR","90d","FAD","saturated"
"C11H14O4","0-5cm","CPCRW","90d","CW","instant chemistry"
"C11H14O4","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C11H14O4","5cm-end","CPCRW","90d","CW","instant chemistry"
"C11H14O4","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C11H14O4","0-5cm","SR","30d","CW","instant chemistry"
"C11H14O4","0-5cm","SR","30d","FAD","instant chemistry"
"C11H14O4","0-5cm","SR","90d","CW","instant chemistry"
"C11H14O4","0-5cm","SR","90d","FAD","instant chemistry"
"C11H14O4","5cm-end","SR","30d","CW","instant chemistry"
"C11H14O4","5cm-end","SR","30d","FAD","instant chemistry"
"C11H14O4","5cm-end","SR","90d","CW","instant chemistry"
"C11H14O4","5cm-end","SR","90d","FAD","instant chemistry"
"C8H18O4S1","0-5cm","CPCRW","30d","CW","saturated"
"C8H18O4S1","0-5cm","CPCRW","90d","CW","saturated"
"C8H18O4S1","5cm-end","CPCRW","150d","CW","saturated"
"C8H18O4S1","5cm-end","CPCRW","150d","FAD","saturated"
"C8H18O4S1","5cm-end","CPCRW","30d","FAD","saturated"
"C8H18O4S1","5cm-end","CPCRW","90d","CW","saturated"
"C8H18O4S1","0-5cm","SR","30d","CW","saturated"
"C8H18O4S1","0-5cm","SR","90d","CW","saturated"
"C8H18O4S1","5cm-end","SR","150d","CW","saturated"
"C8H18O4S1","5cm-end","SR","90d","FAD","saturated"
"C8H18O4S1","5cm-end","SR","30d","CW","instant chemistry"
"C8H18O4S1","5cm-end","SR","90d","CW","instant chemistry"
"C12H18O3","0-5cm","CPCRW","150d","CW","saturated"
"C12H18O3","0-5cm","CPCRW","90d","CW","saturated"
"C12H18O3","0-5cm","CPCRW","90d","FAD","saturated"
"C12H18O3","0-5cm","SR","150d","CW","saturated"
"C13H22O2","5cm-end","CPCRW","150d","FAD","saturated"
"C13H22O2","5cm-end","CPCRW","30d","CW","saturated"
"C13H22O2","5cm-end","CPCRW","30d","FAD","saturated"
"C13H22O2","5cm-end","CPCRW","90d","FAD","saturated"
"C13H22O2","0-5cm","CPCRW","90d","CW","instant chemistry"
"C13H22O2","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C13H22O2","5cm-end","CPCRW","90d","CW","instant chemistry"
"C13H22O2","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C13H22O2","0-5cm","SR","30d","CW","instant chemistry"
"C13H22O2","0-5cm","SR","30d","FAD","instant chemistry"
"C13H22O2","0-5cm","SR","90d","CW","instant chemistry"
"C13H22O2","0-5cm","SR","90d","FAD","instant chemistry"
"C13H22O2","5cm-end","SR","30d","CW","instant chemistry"
"C13H22O2","5cm-end","SR","30d","FAD","instant chemistry"
"C13H22O2","5cm-end","SR","90d","CW","instant chemistry"
"C13H22O2","5cm-end","SR","90d","FAD","instant chemistry"
"C9H9O5N1","0-5cm","CPCRW","150d","FAD","saturated"
"C9H9O5N1","0-5cm","CPCRW","150d","CW","saturated"
"C9H9O5N1","0-5cm","CPCRW","30d","CW","saturated"
"C9H9O5N1","0-5cm","CPCRW","30d","FAD","saturated"
"C9H9O5N1","0-5cm","CPCRW","90d","CW","saturated"
"C9H9O5N1","0-5cm","CPCRW","90d","FAD","saturated"
"C9H9O5N1","5cm-end","CPCRW","150d","FAD","saturated"
"C9H9O5N1","5cm-end","CPCRW","30d","CW","saturated"
"C9H9O5N1","5cm-end","CPCRW","90d","CW","saturated"
"C9H9O5N1","5cm-end","CPCRW","90d","FAD","saturated"
"C9H9O5N1","0-5cm","SR","150d","CW","saturated"
"C9H9O5N1","0-5cm","SR","150d","FAD","saturated"
"C9H9O5N1","0-5cm","SR","30d","CW","saturated"
"C9H9O5N1","0-5cm","SR","30d","FAD","saturated"
"C9H9O5N1","0-5cm","SR","90d","CW","saturated"
"C9H9O5N1","0-5cm","SR","90d","FAD","saturated"
"C9H9O5N1","5cm-end","SR","150d","FAD","saturated"
"C9H9O5N1","5cm-end","SR","30d","CW","saturated"
"C9H9O5N1","5cm-end","SR","30d","FAD","saturated"
"C9H9O5N1","5cm-end","SR","90d","CW","saturated"
"C9H9O5N1","5cm-end","SR","90d","FAD","saturated"
"C9H9O5N1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C9H9O5N1","0-5cm","SR","30d","CW","instant chemistry"
"C9H9O5N1","0-5cm","SR","30d","FAD","instant chemistry"
"C9H9O5N1","0-5cm","SR","90d","CW","instant chemistry"
"C9H9O5N1","0-5cm","SR","90d","FAD","instant chemistry"
"C9H9O5N1","5cm-end","SR","30d","CW","instant chemistry"
"C9H9O5N1","5cm-end","SR","30d","FAD","instant chemistry"
"C9H9O5N1","5cm-end","SR","90d","CW","instant chemistry"
"C9H9O5N1","5cm-end","SR","90d","FAD","instant chemistry"
"C10H13O4N1","0-5cm","SR","150d","FAD","saturated"
"C10H13O4N1","0-5cm","SR","30d","CW","saturated"
"C10H13O4N1","0-5cm","SR","30d","FAD","saturated"
"C10H13O4N1","0-5cm","SR","90d","CW","saturated"
"C10H13O4N1","0-5cm","SR","90d","FAD","saturated"
"C10H13O4N1","5cm-end","SR","90d","CW","saturated"
"C10H13O4N1","5cm-end","SR","90d","FAD","saturated"
"C10H13O4N1","0-5cm","SR","30d","CW","instant chemistry"
"C10H13O4N1","0-5cm","SR","30d","FAD","instant chemistry"
"C10H13O4N1","0-5cm","SR","90d","FAD","instant chemistry"
"C9H8O6","0-5cm","CPCRW","150d","FAD","saturated"
"C9H8O6","0-5cm","CPCRW","150d","CW","saturated"
"C9H8O6","0-5cm","CPCRW","30d","CW","saturated"
"C9H8O6","0-5cm","CPCRW","30d","FAD","saturated"
"C9H8O6","0-5cm","CPCRW","90d","CW","saturated"
"C9H8O6","0-5cm","CPCRW","90d","FAD","saturated"
"C9H8O6","5cm-end","CPCRW","150d","CW","saturated"
"C9H8O6","5cm-end","CPCRW","150d","FAD","saturated"
"C9H8O6","5cm-end","CPCRW","30d","CW","saturated"
"C9H8O6","5cm-end","CPCRW","30d","FAD","saturated"
"C9H8O6","5cm-end","CPCRW","90d","CW","saturated"
"C9H8O6","5cm-end","CPCRW","90d","FAD","saturated"
"C9H8O6","0-5cm","SR","150d","CW","saturated"
"C9H8O6","0-5cm","SR","150d","FAD","saturated"
"C9H8O6","0-5cm","SR","30d","CW","saturated"
"C9H8O6","0-5cm","SR","30d","FAD","saturated"
"C9H8O6","0-5cm","SR","90d","CW","saturated"
"C9H8O6","0-5cm","SR","90d","FAD","saturated"
"C9H8O6","5cm-end","SR","150d","CW","saturated"
"C9H8O6","5cm-end","SR","150d","FAD","saturated"
"C9H8O6","5cm-end","SR","30d","CW","saturated"
"C9H8O6","5cm-end","SR","30d","FAD","saturated"
"C9H8O6","5cm-end","SR","90d","CW","saturated"
"C9H8O6","5cm-end","SR","90d","FAD","saturated"
"C9H8O6","0-5cm","CPCRW","90d","CW","instant chemistry"
"C9H8O6","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C9H8O6","5cm-end","CPCRW","90d","CW","instant chemistry"
"C9H8O6","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C9H8O6","0-5cm","SR","30d","CW","instant chemistry"
"C9H8O6","0-5cm","SR","30d","FAD","instant chemistry"
"C9H8O6","0-5cm","SR","90d","CW","instant chemistry"
"C9H8O6","0-5cm","SR","90d","FAD","instant chemistry"
"C9H8O6","5cm-end","SR","30d","CW","instant chemistry"
"C9H8O6","5cm-end","SR","30d","FAD","instant chemistry"
"C9H8O6","5cm-end","SR","90d","CW","instant chemistry"
"C9H8O6","5cm-end","SR","90d","FAD","instant chemistry"
"C10H12O5","0-5cm","CPCRW","150d","FAD","saturated"
"C10H12O5","0-5cm","CPCRW","150d","CW","saturated"
"C10H12O5","0-5cm","CPCRW","30d","CW","saturated"
"C10H12O5","0-5cm","CPCRW","30d","FAD","saturated"
"C10H12O5","0-5cm","CPCRW","90d","CW","saturated"
"C10H12O5","0-5cm","CPCRW","90d","FAD","saturated"
"C10H12O5","5cm-end","CPCRW","150d","CW","saturated"
"C10H12O5","5cm-end","CPCRW","150d","FAD","saturated"
"C10H12O5","5cm-end","CPCRW","30d","CW","saturated"
"C10H12O5","5cm-end","CPCRW","30d","FAD","saturated"
"C10H12O5","5cm-end","CPCRW","90d","CW","saturated"
"C10H12O5","5cm-end","CPCRW","90d","FAD","saturated"
"C10H12O5","0-5cm","SR","150d","CW","saturated"
"C10H12O5","0-5cm","SR","150d","FAD","saturated"
"C10H12O5","0-5cm","SR","30d","CW","saturated"
"C10H12O5","0-5cm","SR","30d","FAD","saturated"
"C10H12O5","0-5cm","SR","90d","CW","saturated"
"C10H12O5","0-5cm","SR","90d","FAD","saturated"
"C10H12O5","5cm-end","SR","150d","CW","saturated"
"C10H12O5","5cm-end","SR","150d","FAD","saturated"
"C10H12O5","5cm-end","SR","30d","CW","saturated"
"C10H12O5","5cm-end","SR","30d","FAD","saturated"
"C10H12O5","5cm-end","SR","90d","CW","saturated"
"C10H12O5","5cm-end","SR","90d","FAD","saturated"
"C10H12O5","0-5cm","CPCRW","90d","CW","instant chemistry"
"C10H12O5","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C10H12O5","5cm-end","CPCRW","90d","CW","instant chemistry"
"C10H12O5","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C10H12O5","0-5cm","SR","30d","CW","instant chemistry"
"C10H12O5","0-5cm","SR","30d","FAD","instant chemistry"
"C10H12O5","0-5cm","SR","90d","CW","instant chemistry"
"C10H12O5","0-5cm","SR","90d","FAD","instant chemistry"
"C10H12O5","5cm-end","SR","30d","CW","instant chemistry"
"C10H12O5","5cm-end","SR","30d","FAD","instant chemistry"
"C10H12O5","5cm-end","SR","90d","CW","instant chemistry"
"C10H12O5","5cm-end","SR","90d","FAD","instant chemistry"
"C9H12O4N2","0-5cm","SR","30d","CW","instant chemistry"
"C9H12O4N2","0-5cm","SR","90d","CW","instant chemistry"
"C9H12O4N2","5cm-end","SR","30d","FAD","instant chemistry"
"C9H12O4N2","5cm-end","SR","90d","CW","instant chemistry"
"C9H12O4N2","5cm-end","SR","90d","FAD","instant chemistry"
"C11H16O4","0-5cm","CPCRW","150d","FAD","saturated"
"C11H16O4","0-5cm","CPCRW","150d","CW","saturated"
"C11H16O4","0-5cm","CPCRW","30d","CW","saturated"
"C11H16O4","0-5cm","CPCRW","30d","FAD","saturated"
"C11H16O4","0-5cm","CPCRW","90d","CW","saturated"
"C11H16O4","0-5cm","CPCRW","90d","FAD","saturated"
"C11H16O4","5cm-end","CPCRW","150d","CW","saturated"
"C11H16O4","5cm-end","CPCRW","150d","FAD","saturated"
"C11H16O4","5cm-end","CPCRW","30d","CW","saturated"
"C11H16O4","5cm-end","CPCRW","30d","FAD","saturated"
"C11H16O4","5cm-end","CPCRW","90d","CW","saturated"
"C11H16O4","5cm-end","CPCRW","90d","FAD","saturated"
"C11H16O4","0-5cm","SR","150d","CW","saturated"
"C11H16O4","0-5cm","SR","150d","FAD","saturated"
"C11H16O4","0-5cm","SR","30d","CW","saturated"
