Start_Date,Start_Time,Stop_Date,Stop_Time,Seq.Program,Site,Core,Valve,Mass_g,Initials,Notes1,Notes2,time,date,error,error,edits made
2020-03-20,,2020-03-20,,mass_only,SR,81,,354.61,,,,,,,,
2020-03-20,,2020-03-20,,mass_only,SR,91,,349.16,,,,,,,,
2020-03-20,,2020-03-20,,mass_only,SR,24,,299.39,,,,,,,,
2020-03-20,,2020-03-20,,mass_only,SR,79,,250.43,,,,,,,,
2020-03-23,16:01,2020-03-23,,mass_only,SR,43,,275.81,,,,0,,0,0,
2020-03-23,,2020-03-23,,mass_only,SR,21,,282.4,,,,,,,,
2020-03-23,,2020-03-23,,mass_only,SR,47,,273.42,,,,,,,,
2020-03-23,,2020-03-23,,mass_only,SR,89,,302.86,,,,,,,,
2020-03-23,,2020-03-23,,mass_only,SR,95,,347.65,,,,,,,,
2020-03-23,,2020-03-23,,mass_only,SR,84,,339.34,,,,,,,,
2020-03-23,,2020-03-23,,mass_only,SR,45,,274.1,,,,,,,,
2020-03-23,,2020-03-23,,mass_only,SR,32,,232.86,,,,,,,,
2020-03-23,,2020-03-23,,mass_only,SR,81,,346.91,,,,,,,,
2020-03-23,,2020-03-23,,mass_only,SR,91,,342.01,,,,,,,,
2020-03-23,,2020-03-23,,mass_only,SR,24,,287.9,,,,,,,,
2020-03-23,,2020-03-23,,mass_only,SR,79,,243.8,,,,,,,,
2020-03-24,15:04,2020-03-24,,mass_only,SR,43,,266.56,,,,0,,0,0,
2020-03-24,,2020-03-24,,mass_only,SR,21,,272.28,,,,,,,,
2020-03-24,,2020-03-24,,mass_only,SR,47,,262.64,,,,,,,,
2020-03-24,,2020-03-24,,mass_only,SR,89,,295.26,,,,,,,,
2020-03-24,,2020-03-24,,mass_only,SR,95,,343.01,,,,,,,,
2020-03-24,,2020-03-24,,mass_only,SR,84,,334.18,,,,,,,,
2020-03-24,,2020-03-24,,mass_only,SR,45,,266.11,,,,,,,,
2020-03-24,,2020-03-24,,mass_only,SR,32,,224.22,,,,,,,,
2020-03-24,,2020-03-24,,mass_only,SR,81,,341.15,,,,,,,,
2020-03-24,,2020-03-24,,mass_only,SR,91,,335.36,,,,,,,,
2020-03-24,,2020-03-24,,mass_only,SR,24,,277.38,,,,,,,,
2020-03-24,,2020-03-24,,mass_only,SR,79,,238.76,,,,,,,,
